sheet,normalized_name,name,entity_type,record_count,amount_total,rows,amounts
Ferias,AGRUPACION CAMPESINA AMBIENTAL SOCIAL Y CULTURAL DE PURRANQUE,"Agrupación campesina,ambiental,social y cultural de Purranque",empresa/organización,2,17830632,145; 148,10616030; 7214602
